"Job","Clocked In","Clocked Out","Duration","Comment","Tags","Breaks","Adjustments","TotalTimeAdjustment","TotalEarningsAdjustment"
"Code With Andrea","04/10/2019 09:25","04/10/2019 12:45","3.33","","YouTube Production","","","",""
"Code With Andrea","04/10/2019 13:35","04/10/2019 14:00","0.42","","Community engagement","","","",""
"Code With Andrea","04/10/2019 18:00","04/10/2019 18:30","0.5","","Promotion","","","",""
"Code With Andrea","05/10/2019 13:00","05/10/2019 14:15","1.25","","Community engagement","","","",""
"Code With Andrea","06/10/2019 09:20","06/10/2019 09:50","0.5","","Community engagement","","","",""
"Code With Andrea","06/10/2019 17:00","06/10/2019 17:30","0.5","","Development","","","",""
"Code With Andrea","06/10/2019 21:00","06/10/2019 21:30","0.5","","Development","","","",""
"Code With Andrea","07/10/2019 09:05","07/10/2019 09:55","0.83","","YouTube Production","","","",""
"Code With Andrea","07/10/2019 09:55","07/10/2019 11:25","1.5","","Development","","","",""
"Code With Andrea","07/10/2019 14:15","07/10/2019 14:55","0.67","","Development","","","",""
"Code With Andrea","07/10/2019 14:55","07/10/2019 17:30","2.58","","Development","","","",""
"Code With Andrea","08/10/2019 09:10","08/10/2019 11:10","2","","Development","","","",""
"Code With Andrea","08/10/2019 14:15","08/10/2019 14:40","0.42","","Development","","","",""
"Code With Andrea","08/10/2019 15:10","08/10/2019 16:40","1.5","","YouTube Production","","","",""
"Code With Andrea","08/10/2019 16:55","08/10/2019 17:10","0.25","","Community engagement","","","",""
"Code With Andrea","09/10/2019 09:10","09/10/2019 09:45","0.58","","Analytics / Growth","","","",""
"Code With Andrea","09/10/2019 09:45","09/10/2019 11:30","1.75","","YouTube Production","","","",""
"Code With Andrea","09/10/2019 11:30","09/10/2019 12:25","0.92","","","","","",""
"Code With Andrea","09/10/2019 13:20","09/10/2019 15:00","1.67","","YouTube Production","","","",""
"Code With Andrea","09/10/2019 15:25","09/10/2019 16:15","0.83","","YouTube Production","","","",""
"Code With Andrea","09/10/2019 16:15","09/10/2019 16:35","0.33","","Development","","","",""
"Code With Andrea","10/10/2019 09:00","10/10/2019 09:45","0.75","","Promotion","","","",""
"Code With Andrea","10/10/2019 09:45","10/10/2019 11:45","2","","YouTube Production","","","",""
"Code With Andrea","10/10/2019 13:30","10/10/2019 15:30","2","","YouTube Production","","","",""
"Code With Andrea","10/10/2019 15:45","10/10/2019 16:45","1","","YouTube Production","","","",""
"Code With Andrea","10/10/2019 16:55","10/10/2019 17:05","0.17","","Community engagement","","","",""
"Code With Andrea","10/10/2019 21:00","10/10/2019 22:00","1","","Analytics / Growth","","","",""
"Code With Andrea","11/10/2019 09:00","11/10/2019 10:15","1.25","","YouTube Production","","","",""
"Code With Andrea","11/10/2019 10:15","11/10/2019 11:25","1.17","","YouTube Production","","","",""
"Code With Andrea","11/10/2019 11:35","11/10/2019 11:50","0.25","","Community engagement","","","",""
"Code With Andrea","11/10/2019 11:50","11/10/2019 12:25","0.58","","BizDev / Sponsors","","","",""
"Code With Andrea","11/10/2019 12:35","11/10/2019 12:55","0.33","","YouTube Production","","","",""
"Code With Andrea","11/10/2019 15:55","11/10/2019 16:25","0.5","","Community engagement","","","",""
"Code With Andrea","11/10/2019 16:30","11/10/2019 17:15","0.75","","Analytics / Growth","","","",""
"Code With Andrea","12/10/2019 13:45","12/10/2019 15:15","1.5","","Analytics / Growth","","","",""
"Code With Andrea","13/10/2019 10:00","13/10/2019 10:35","0.58","","Community engagement","","","",""
"Code With Andrea","13/10/2019 16:30","13/10/2019 17:30","1","","Analytics / Growth","","","",""
"Code With Andrea","13/10/2019 19:55","13/10/2019 20:35","0.67","","","","","",""
"Code With Andrea","14/10/2019 08:45","14/10/2019 09:40","0.92","","YouTube Production","","","",""
"Code With Andrea","14/10/2019 11:15","14/10/2019 11:45","0.5","","Admin","","","",""
"Code With Andrea","14/10/2019 11:45","14/10/2019 12:15","0.5","","Flutter Firebase Course","","","",""
"Code With Andrea","14/10/2019 12:45","14/10/2019 14:00","1.25","","Flutter Firebase Course","","","",""
"Code With Andrea","14/10/2019 14:15","14/10/2019 14:25","0.17","","Flutter Firebase Course","","","",""
"Code With Andrea","14/10/2019 14:40","14/10/2019 15:50","1.17","","YouTube Production","","","",""
"Code With Andrea","14/10/2019 15:55","14/10/2019 16:15","0.33","","Community engagement","","","",""
"Code With Andrea","14/10/2019 16:20","14/10/2019 17:25","1.08","","Development","","","",""
"Code With Andrea","14/10/2019 20:40","14/10/2019 21:20","0.67","","YouTube Production","","","",""
"Code With Andrea","15/10/2019 09:05","15/10/2019 12:45","3.67","","Flutter Firebase Course","","","",""
"Code With Andrea","15/10/2019 14:15","15/10/2019 16:00","1.75","","Flutter Firebase Course","","","",""
"Code With Andrea","16/10/2019 10:30","16/10/2019 11:00","0.5","","Community engagement","","","",""
"Code With Andrea","16/10/2019 13:20","16/10/2019 14:10","0.83","","Flutter Firebase Course","","","",""
"Code With Andrea","16/10/2019 16:00","16/10/2019 17:10","1.17","","Flutter Firebase Course","","","",""
"Code With Andrea","17/10/2019 09:00","17/10/2019 10:15","1.25","","Flutter Firebase Course","","","",""
"Code With Andrea","17/10/2019 10:30","17/10/2019 11:50","1.33","","Flutter Firebase Course","","","",""
"Code With Andrea","17/10/2019 12:45","17/10/2019 13:40","0.92","","Flutter Firebase Course","","","",""
"Code With Andrea","17/10/2019 13:45","17/10/2019 14:15","0.5","","Blogging","","","",""
"Code With Andrea","17/10/2019 15:00","17/10/2019 15:10","0.17","","Flutter Firebase Course","","","",""
"Code With Andrea","17/10/2019 16:00","17/10/2019 17:00","1","","Flutter Firebase Course","","","",""
"Code With Andrea","18/10/2019 09:00","18/10/2019 10:50","1.83","","Flutter Firebase Course","","","",""
"Code With Andrea","18/10/2019 11:00","18/10/2019 12:00","1","","Flutter Firebase Course","","","",""
"Code With Andrea","18/10/2019 12:40","18/10/2019 13:30","0.83","","","","","",""
"Code With Andrea","18/10/2019 13:40","18/10/2019 13:55","0.25","","","","","",""
"Code With Andrea","21/10/2019 09:40","21/10/2019 10:15","0.58","","YouTube Production","","","",""
"Code With Andrea","21/10/2019 11:00","21/10/2019 13:05","2.08","","Flutter Firebase Course","","","",""
"Code With Andrea","21/10/2019 14:30","21/10/2019 14:50","0.33","","Flutter Firebase Course","","","",""
"Code With Andrea","21/10/2019 14:50","21/10/2019 15:30","0.67","","Flutter Firebase Course","","","",""
"Code With Andrea","21/10/2019 15:40","21/10/2019 16:10","0.5","","Flutter Firebase Course","","","",""
"Code With Andrea","21/10/2019 16:45","21/10/2019 17:25","0.67","","Flutter Firebase Course","","","",""
"Code With Andrea","22/10/2019 08:55","22/10/2019 09:00","0.08","","Community engagement","","","",""
"Code With Andrea","22/10/2019 09:00","22/10/2019 10:50","1.83","","Blogging","","","",""
"Code With Andrea","22/10/2019 10:50","22/10/2019 11:15","0.42","","","","","",""
"Code With Andrea","22/10/2019 14:00","22/10/2019 14:15","0.25","","Admin","","","",""
"Code With Andrea","22/10/2019 14:15","22/10/2019 14:30","0.25","","Admin","","","",""
"Code With Andrea","22/10/2019 14:30","22/10/2019 16:10","1.67","","Blogging","","","",""
"Code With Andrea","23/10/2019 08:30","23/10/2019 10:20","1.83","","Flutter Firebase Course","","","",""
"Code With Andrea","23/10/2019 11:40","23/10/2019 12:20","0.67","","Flutter Firebase Course","","","",""
"Code With Andrea","23/10/2019 13:00","23/10/2019 14:00","1","","Flutter Firebase Course","","","",""
"Code With Andrea","23/10/2019 14:00","23/10/2019 16:10","2.17","","Flutter Firebase Course","","","",""
"Code With Andrea","24/10/2019 09:20","24/10/2019 12:05","2.75","","Flutter Firebase Course","","","",""
"Code With Andrea","24/10/2019 13:45","24/10/2019 15:00","1.25","","Blogging","","","",""
"Code With Andrea","24/10/2019 15:20","24/10/2019 15:50","0.5","","Blogging","","","",""
"Code With Andrea","24/10/2019 15:50","24/10/2019 16:10","0.33","","Community engagement","","","",""
"Code With Andrea","24/10/2019 16:20","24/10/2019 16:50","0.5","","Flutter Firebase Course","","","",""
"Code With Andrea","24/10/2019 20:35","24/10/2019 21:15","0.67","","Flutter Firebase Course","","","",""
"Code With Andrea","25/10/2019 16:45","25/10/2019 17:20","0.58","","Community engagement","","","",""
"Code With Andrea","25/10/2019 17:55","25/10/2019 18:15","0.33","","Flutter Firebase Course","","","",""
"Code With Andrea","26/10/2019 10:15","26/10/2019 11:15","1","","Flutter Firebase Course","","","",""
"Code With Andrea","26/10/2019 20:30","26/10/2019 21:00","0.5","","Community engagement","","","",""
"Code With Andrea","27/10/2019 20:25","27/10/2019 20:35","0.17","","Community engagement","","","",""
"Code With Andrea","27/10/2019 20:35","27/10/2019 21:55","1.33","","YouTube Production","","","",""
"Code With Andrea","28/10/2019 08:55","28/10/2019 09:10","0.25","","YouTube Production","","","",""
"Code With Andrea","28/10/2019 09:10","28/10/2019 10:35","1.42","","Flutter Firebase Course","","","",""
"Code With Andrea","28/10/2019 10:40","28/10/2019 12:20","1.67","","Flutter Firebase Course","","","",""
"Code With Andrea","28/10/2019 13:15","28/10/2019 14:40","1.42","","Flutter Firebase Course","","","",""
"Code With Andrea","28/10/2019 15:15","28/10/2019 16:30","1.25","","Flutter Firebase Course","","","",""
"Code With Andrea","28/10/2019 21:00","28/10/2019 22:00","1","","Analytics / Growth","","","",""
"Code With Andrea","29/10/2019 09:00","29/10/2019 10:55","1.92","","Flutter Firebase Course","","","",""
"Code With Andrea","29/10/2019 11:00","29/10/2019 11:50","0.83","","Flutter Firebase Course","","","",""
"Code With Andrea","29/10/2019 13:10","29/10/2019 13:45","0.58","","Admin","","","",""
"Code With Andrea","29/10/2019 14:10","29/10/2019 14:45","0.58","","Development","","","",""
"Code With Andrea","29/10/2019 14:50","29/10/2019 15:05","0.25","","Community engagement","","","",""
"Code With Andrea","29/10/2019 15:05","29/10/2019 15:20","0.25","","Community engagement","","","",""
"Code With Andrea","29/10/2019 15:45","29/10/2019 16:00","0.25","","Flutter Firebase Course","","","",""
"Code With Andrea","29/10/2019 16:00","29/10/2019 16:45","0.75","","Analytics / Growth","","","",""
"Code With Andrea","29/10/2019 20:20","29/10/2019 21:20","1","","Community engagement","","","",""
"Code With Andrea","30/10/2019 09:05","30/10/2019 11:05","2","","YouTube Production","","","",""
"Code With Andrea","30/10/2019 11:05","30/10/2019 12:30","1.42","","YouTube Production","","","",""
"Code With Andrea","30/10/2019 14:00","30/10/2019 15:35","1.58","","YouTube Production","","","",""
"Code With Andrea","30/10/2019 15:35","30/10/2019 16:30","0.92","","YouTube Production","","","",""
"Code With Andrea","31/10/2019 09:00","31/10/2019 10:35","1.58","","YouTube Production","","","",""
"Code With Andrea","31/10/2019 13:00","31/10/2019 13:50","0.83","","YouTube Production","","","",""
"Code With Andrea","31/10/2019 13:50","31/10/2019 14:05","0.25","","Community engagement","","","",""
"Code With Andrea","31/10/2019 14:05","31/10/2019 14:30","0.42","","Analytics / Growth","","","",""
"Code With Andrea","31/10/2019 15:00","31/10/2019 15:10","0.17","","YouTube Production","","","",""
"Code With Andrea","01/11/2019 08:50","01/11/2019 09:20","0.5","","","","","",""
"Code With Andrea","01/11/2019 09:20","01/11/2019 11:35","2.25","","","","","",""
"Code With Andrea","01/11/2019 12:45","01/11/2019 14:05","1.33","","","","","",""
"Code With Andrea","01/11/2019 15:30","01/11/2019 17:00","1.5","","","","","",""
"Code With Andrea","02/11/2019 11:00","02/11/2019 11:20","0.33","","YouTube Production","","","",""
"Code With Andrea","03/11/2019 15:00","03/11/2019 15:55","0.92","","Development","","","",""
"Code With Andrea","03/11/2019 16:05","03/11/2019 17:05","1","","Development","","","",""
"Code With Andrea","03/11/2019 20:15","03/11/2019 21:15","1","","Development","","","",""
"Code With Andrea","04/11/2019 08:15","04/11/2019 08:45","0.5","","YouTube Production","","","",""
"Code With Andrea","04/11/2019 08:45","04/11/2019 09:15","0.5","","Community engagement","","","",""
"Code With Andrea","04/11/2019 15:15","04/11/2019 16:45","1.5","","","","","",""
"Code With Andrea","05/11/2019 14:30","05/11/2019 15:30","1","","","","","",""
"Code With Andrea","12/11/2019 21:30","12/11/2019 22:05","0.58","","Community engagement","","","",""
"Code With Andrea","20/11/2019 16:30","20/11/2019 16:45","0.25","","Analytics / Growth","","","",""
"Code With Andrea","20/11/2019 16:45","20/11/2019 17:25","0.67","","Community engagement","","","",""
"Code With Andrea","21/11/2019 05:20","21/11/2019 06:20","1","","YouTube Production","","","",""
"Code With Andrea","21/11/2019 09:00","21/11/2019 10:40","1.67","","YouTube Production","","","",""
"Code With Andrea","21/11/2019 10:55","21/11/2019 12:40","1.75","","YouTube Production","","","",""
"Code With Andrea","21/11/2019 13:20","21/11/2019 14:30","1.17","","YouTube Production","","","",""
"Code With Andrea","21/11/2019 14:35","21/11/2019 14:55","0.33","","Community engagement","","","",""
"Code With Andrea","22/11/2019 08:55","22/11/2019 10:50","1.92","","YouTube Production","","","",""
"Code With Andrea","22/11/2019 13:35","22/11/2019 13:55","0.33","","Community engagement","","","",""
"Code With Andrea","22/11/2019 15:15","22/11/2019 15:45","0.5","","YouTube Production","","","",""
"Code With Andrea","23/11/2019 14:10","23/11/2019 14:15","0.08","","","","","",""
"Code With Andrea","23/11/2019 22:10","23/11/2019 22:55","0.75","","Analytics / Growth","","","",""
"Code With Andrea","23/11/2019 23:00","24/11/2019 02:00","3","","YouTube Production","","","",""
"Code With Andrea","25/11/2019 09:15","25/11/2019 10:15","1","","Analytics / Growth","","","",""
"Code With Andrea","25/11/2019 10:15","25/11/2019 11:15","1","","Analytics / Growth","","","",""
"Code With Andrea","25/11/2019 11:50","25/11/2019 13:10","1.33","","YouTube Production","","","",""
"Code With Andrea","25/11/2019 14:05","25/11/2019 14:15","0.17","","Community engagement","","","",""
"Code With Andrea","25/11/2019 14:15","25/11/2019 14:25","0.17","","Development","","","",""
"Code With Andrea","25/11/2019 14:30","25/11/2019 15:35","1.08","","Development","","","",""
"Code With Andrea","25/11/2019 15:40","25/11/2019 16:55","1.25","","YouTube Production","","","",""
"Code With Andrea","25/11/2019 20:30","25/11/2019 20:50","0.33","","Community engagement","","","",""
"Code With Andrea","26/11/2019 09:00","26/11/2019 10:05","1.08","","Website / Setup","","","",""
"Code With Andrea","26/11/2019 10:05","26/11/2019 10:30","0.42","","Community engagement","","","",""
"Code With Andrea","26/11/2019 10:40","26/11/2019 12:00","1.33","","YouTube Production","","","",""
"Code With Andrea","26/11/2019 13:20","26/11/2019 13:40","0.33","","Development","","","",""
"Code With Andrea","26/11/2019 13:40","26/11/2019 14:40","1","","","","","",""
"Code With Andrea","26/11/2019 15:10","26/11/2019 15:55","0.75","","YouTube Production","","","",""
"Code With Andrea","26/11/2019 15:55","26/11/2019 16:15","0.33","","Development","","","",""
"Code With Andrea","27/11/2019 08:00","27/11/2019 08:40","0.67","","YouTube Production","","","",""
"Code With Andrea","27/11/2019 08:40","27/11/2019 09:20","0.67","","Blogging","","","",""
"Code With Andrea","27/11/2019 11:45","27/11/2019 12:25","0.67","","YouTube Production","","","",""
"Code With Andrea","27/11/2019 13:25","27/11/2019 15:40","2.25","","YouTube Production","","","",""
"Code With Andrea","27/11/2019 15:45","27/11/2019 17:10","1.42","","Blogging","","","",""
"Code With Andrea","27/11/2019 21:00","27/11/2019 22:30","1.5","","Blogging","","","",""
"Code With Andrea","28/11/2019 08:25","28/11/2019 09:55","1.5","","YouTube Production","","","",""
"Code With Andrea","28/11/2019 10:55","28/11/2019 12:15","1.33","","YouTube Production","","","",""
"Code With Andrea","28/11/2019 16:00","28/11/2019 17:30","1.5","","Development","","","",""
"Code With Andrea","28/11/2019 21:30","28/11/2019 22:20","0.83","","","","","",""
"Code With Andrea","29/11/2019 09:10","29/11/2019 09:35","0.42","","Community engagement","","","",""
"Code With Andrea","29/11/2019 09:35","29/11/2019 10:10","0.58","","YouTube Production","","","",""
"Code With Andrea","02/12/2019 09:00","02/12/2019 09:30","0.5","","YouTube Production","","","",""
"Code With Andrea","02/12/2019 09:30","02/12/2019 09:40","0.17","","Community engagement","","","",""
"Code With Andrea","02/12/2019 09:40","02/12/2019 10:05","0.42","","Analytics / Growth","","","",""
"Code With Andrea","02/12/2019 10:05","02/12/2019 10:30","0.42","","Analytics / Growth","","","",""
"Code With Andrea","02/12/2019 10:30","02/12/2019 11:45","1.25","","Blogging","","","",""
"Code With Andrea","02/12/2019 13:30","02/12/2019 14:55","1.42","","Development","","","",""
"Code With Andrea","02/12/2019 15:40","02/12/2019 16:40","1","","Development","","","",""
"Code With Andrea","02/12/2019 16:45","02/12/2019 17:05","0.33","","Client Leads","","","",""
"Code With Andrea","03/12/2019 09:05","03/12/2019 09:25","0.33","","Community engagement","","","",""
"Code With Andrea","03/12/2019 09:25","03/12/2019 09:40","0.25","","Client Leads","","","",""
"Code With Andrea","03/12/2019 09:45","03/12/2019 10:40","0.92","","Development","","","",""
"Code With Andrea","03/12/2019 13:55","03/12/2019 15:00","1.08","","Blogging","","","",""
"Code With Andrea","03/12/2019 15:00","03/12/2019 15:30","0.5","","Blogging","","","",""
"Code With Andrea","03/12/2019 15:45","03/12/2019 16:30","0.75","","Client Leads","","","",""
"Code With Andrea","04/12/2019 08:30","04/12/2019 09:00","0.5","","Website / Setup","","","",""
"Code With Andrea","04/12/2019 09:30","04/12/2019 12:30","3","","Website / Setup","","","",""
"Code With Andrea","04/12/2019 14:45","04/12/2019 16:50","2.08","","Website / Setup","","","",""
"Code With Andrea","04/12/2019 16:50","04/12/2019 17:05","0.25","","Community engagement","","","",""
"Code With Andrea","04/12/2019 17:05","04/12/2019 17:35","0.5","","Website / Setup","","","",""
"Code With Andrea","04/12/2019 20:20","04/12/2019 21:40","1.33","","Website / Setup","","","",""
"Code With Andrea","05/12/2019 05:20","05/12/2019 07:15","1.92","","Website / Setup","","","",""
"Code With Andrea","05/12/2019 09:00","05/12/2019 11:40","2.67","","Website / Setup","","","",""
"Code With Andrea","05/12/2019 19:15","05/12/2019 19:30","0.25","","Blogging","","","",""
"Code With Andrea","05/12/2019 20:00","05/12/2019 20:45","0.75","","YouTube Production","","","",""
"Code With Andrea","05/12/2019 20:45","05/12/2019 21:10","0.42","","Community engagement","","","",""
"Code With Andrea","06/12/2019 09:10","06/12/2019 12:10","3","","Website / Setup","","","",""
"Code With Andrea","06/12/2019 13:25","06/12/2019 15:20","1.92","","Website / Setup","","","",""
"Code With Andrea","06/12/2019 15:45","06/12/2019 17:00","1.25","","Website / Setup","","","",""
"Code With Andrea","06/12/2019 17:15","06/12/2019 17:50","0.58","","Website / Setup","","","",""
"Code With Andrea","06/12/2019 20:10","06/12/2019 21:10","1","","Community engagement","","","",""
"Code With Andrea","06/12/2019 21:10","06/12/2019 22:05","0.92","","Website / Setup","","","",""
"Code With Andrea","08/12/2019 14:35","08/12/2019 17:10","2.58","","Website / Setup","","","",""
"Code With Andrea","08/12/2019 20:40","08/12/2019 23:00","2.33","","Website / Setup","","","",""
"Code With Andrea","09/12/2019 09:05","09/12/2019 11:25","2.33","","YouTube Production","","","",""
"Code With Andrea","09/12/2019 11:40","09/12/2019 11:55","0.25","","YouTube Production","","","",""
"Code With Andrea","09/12/2019 11:55","09/12/2019 12:10","0.25","","Community engagement","","","",""
"Code With Andrea","09/12/2019 13:05","09/12/2019 14:45","1.67","","YouTube Production","","","",""
"Code With Andrea","09/12/2019 14:45","09/12/2019 15:05","0.33","","Blogging","","","",""
"Code With Andrea","09/12/2019 15:45","09/12/2019 17:00","1.25","","Blogging","","","",""
"Code With Andrea","09/12/2019 20:30","09/12/2019 20:50","0.33","","Website / Setup","","","",""
"Code With Andrea","10/12/2019 09:00","10/12/2019 12:25","3.42","","YouTube Production","","","",""
"Code With Andrea","10/12/2019 13:30","10/12/2019 13:50","0.33","","YouTube Production","","","",""
"Code With Andrea","10/12/2019 14:05","10/12/2019 15:10","1.08","","YouTube Production","","","",""
"Code With Andrea","10/12/2019 16:00","10/12/2019 16:45","0.75","","YouTube Production","","","",""
"Code With Andrea","10/12/2019 16:50","10/12/2019 17:35","0.75","","Blogging","","","",""
"Code With Andrea","10/12/2019 20:20","10/12/2019 22:20","2","","Website / Setup","","","",""
"Code With Andrea","11/12/2019 09:00","11/12/2019 09:10","0.17","","Community engagement","","","",""
"Code With Andrea","11/12/2019 09:10","11/12/2019 09:25","0.25","","Community engagement","","","",""
"Code With Andrea","11/12/2019 09:25","11/12/2019 12:30","3.08","","YouTube Production","","","",""
"Code With Andrea","11/12/2019 13:15","11/12/2019 16:30","3.25","","YouTube Production","","","",""
"Code With Andrea","12/12/2019 08:55","12/12/2019 09:05","0.17","","Community engagement","","","",""
"Code With Andrea","12/12/2019 09:05","12/12/2019 11:25","2.33","","YouTube Production","","","",""
"Code With Andrea","12/12/2019 11:35","12/12/2019 12:40","1.08","","YouTube Production","","","",""
"Code With Andrea","12/12/2019 13:20","12/12/2019 15:10","1.83","","YouTube Production","","","",""
"Code With Andrea","12/12/2019 15:55","12/12/2019 16:20","0.42","","YouTube Production","","","",""
"Code With Andrea","12/12/2019 20:45","12/12/2019 22:00","1.25","","Website / Setup","","","",""
"Code With Andrea","13/12/2019 09:00","13/12/2019 11:45","2.75","","YouTube Production","","","",""
"Code With Andrea","13/12/2019 12:25","13/12/2019 12:45","0.33","","YouTube Production","","","",""
"Code With Andrea","13/12/2019 12:45","13/12/2019 13:50","1.08","","Blogging","","","",""
"Code With Andrea","13/12/2019 15:10","13/12/2019 15:45","0.58","","Blogging","","","",""
"Code With Andrea","14/12/2019 17:35","14/12/2019 17:55","0.33","","","","","",""
"Code With Andrea","14/12/2019 21:00","14/12/2019 23:00","2","","Blogging","","","",""
"Code With Andrea","16/12/2019 09:00","16/12/2019 11:25","2.42","","Blogging","","","",""
"Code With Andrea","16/12/2019 11:35","16/12/2019 12:45","1.17","","Blogging","","","",""
"Code With Andrea","16/12/2019 13:30","16/12/2019 14:00","0.5","","Blogging","","","",""
"Code With Andrea","16/12/2019 14:05","16/12/2019 14:55","0.83","","Promotion","","","",""
"Code With Andrea","16/12/2019 15:15","16/12/2019 16:55","1.67","","Website / Setup","","","",""
"Code With Andrea","16/12/2019 16:55","16/12/2019 17:15","0.33","","Analytics / Growth","","","",""
"Code With Andrea","16/12/2019 21:00","16/12/2019 22:30","1.5","","Website / Setup","","","",""
"Code With Andrea","17/12/2019 09:15","17/12/2019 10:15","1","","Website / Setup","","","",""
"Code With Andrea","17/12/2019 10:20","17/12/2019 12:25","2.08","","Website / Setup","","","",""
"Code With Andrea","17/12/2019 15:15","17/12/2019 16:15","1","","Website / Setup","","","",""
"Code With Andrea","17/12/2019 16:15","17/12/2019 17:35","1.33","","Website / Setup","","","",""
"Code With Andrea","17/12/2019 20:20","17/12/2019 21:45","1.42","","Website / Setup","","","",""
"Code With Andrea","18/12/2019 09:20","18/12/2019 10:00","0.67","","Website / Setup","","","",""
"Code With Andrea","18/12/2019 10:00","18/12/2019 11:20","1.33","","Website / Setup","","","",""
"Code With Andrea","18/12/2019 13:50","18/12/2019 14:45","0.92","","Website / Setup","","","",""
"Code With Andrea","18/12/2019 14:45","18/12/2019 15:10","0.42","","Website / Setup","","","",""
"Code With Andrea","18/12/2019 15:45","18/12/2019 16:00","0.25","","Website / Setup","","","",""
"Code With Andrea","18/12/2019 16:30","18/12/2019 17:00","0.5","","Blogging","","","",""
"Code With Andrea","18/12/2019 20:30","18/12/2019 22:00","1.5","","Blogging","","","",""
"Code With Andrea","19/12/2019 09:00","19/12/2019 09:40","0.67","","Development","","","",""
"Code With Andrea","19/12/2019 09:50","19/12/2019 10:15","0.42","","Community engagement","","","",""
"Code With Andrea","19/12/2019 10:15","19/12/2019 11:40","1.42","","Development","","","",""
"Code With Andrea","19/12/2019 11:50","19/12/2019 12:25","0.58","","Community engagement","","","",""
"Code With Andrea","19/12/2019 14:40","19/12/2019 15:05","0.42","","Website / Setup","","","",""
"Code With Andrea","20/12/2019 09:05","20/12/2019 09:15","0.17","","Community engagement","","","",""
"Code With Andrea","20/12/2019 09:15","20/12/2019 12:00","2.75","","Website / Setup","","","",""
"Code With Andrea","20/12/2019 14:00","20/12/2019 15:30","1.5","","Analytics / Growth","","","",""
"Code With Andrea","21/12/2019 20:25","21/12/2019 20:55","0.5","","Community engagement","","","",""
"Code With Andrea","21/12/2019 21:00","21/12/2019 21:35","0.58","","Website / Setup","","","",""
"Code With Andrea","29/12/2019 16:45","29/12/2019 17:15","0.5","","Community engagement","","","",""
"Code With Andrea","29/12/2019 17:15","29/12/2019 17:35","0.33","","Client Leads","","","",""
"Code With Andrea","29/12/2019 20:45","29/12/2019 21:15","0.5","","Analytics / Growth","","","",""
"Code With Andrea","30/12/2019 08:00","30/12/2019 08:30","0.5","","Website / Setup","","","",""
"Code With Andrea","30/12/2019 08:45","30/12/2019 10:45","2","","Website / Setup","","","",""
"Code With Andrea","30/12/2019 13:05","30/12/2019 16:20","3.25","","Website / Setup","","","",""
"Code With Andrea","30/12/2019 20:25","30/12/2019 20:35","0.17","","Community engagement","","","",""
"Code With Andrea","30/12/2019 20:35","30/12/2019 22:35","2","","Website / Setup","","","",""
"Code With Andrea","31/12/2019 08:30","31/12/2019 09:25","0.92","","Website / Setup","","","",""
"Code With Andrea","31/12/2019 09:55","31/12/2019 11:25","1.5","","YouTube Production","","","",""
"Code With Andrea","31/12/2019 11:15","31/12/2019 12:15","1","","Analytics / Growth","","","",""
"Code With Andrea","31/12/2019 13:45","31/12/2019 14:15","0.5","","Analytics / Growth","","","",""
"Code With Andrea","31/12/2019 14:15","31/12/2019 15:05","0.83","","Development","","","",""
"Code With Andrea","31/12/2019 15:20","31/12/2019 16:40","1.33","","Website / Setup","","","",""
